state,stateFips,countyFips,name,code,combinedName
GA,13,235,Pulaski County,H1,"Pulaski County,GA"
GA,13,237,Putnam County,H1,"Putnam County,GA"
GA,13,239,Quitman County,H1,"Quitman County,GA"
GA,13,241,Rabun County,H1,"Rabun County,GA"
GA,13,243,Randolph County,H1,"Randolph County,GA"
GA,13,245,Richmond County,H6,"Richmond County,GA"
GA,13,247,Rockdale County,H1,"Rockdale County,GA"
GA,13,249,Schley County,H1,"Schley County,GA"
GA,13,251,Screven County,H1,"Screven County,GA"
GA,13,253,Seminole County,H1,"Seminole County,GA"
GA,13,255,Spalding County,H1,"Spalding County,GA"
GA,13,257,Stephens County,H1,"Stephens County,GA"
GA,13,259,Stewart County,H1,"Stewart County,GA"
GA,13,261,Sumter County,H1,"Sumter County,GA"
GA,13,263,Talbot County,H1,"Talbot County,GA"
GA,13,265,Taliaferro County,H1,"Taliaferro County,GA"
GA,13,267,Tattnall County,H1,"Tattnall County,GA"
GA,13,269,Taylor County,H1,"Taylor County,GA"
GA,13,271,Telfair County,H1,"Telfair County,GA"
GA,13,273,Terrell County,H1,"Terrell County,GA"
GA,13,275,Thomas County,H1,"Thomas County,GA"
GA,13,277,Tift County,H1,"Tift County,GA"
GA,13,279,Toombs County,H1,"Toombs County,GA"
GA,13,281,Towns County,H1,"Towns County,GA"
GA,13,283,Treutlen County,H1,"Treutlen County,GA"
GA,13,285,Troup County,H1,"Troup County,GA"
GA,13,287,Turner County,H1,"Turner County,GA"
GA,13,289,Twiggs County,H1,"Twiggs County,GA"
GA,13,291,Union County,H1,"Union County,GA"
GA,13,293,Upson County,H1,"Upson County,GA"
GA,13,295,Walker County,H1,"Walker County,GA"
GA,13,297,Walton County,H1,"Walton County,GA"
GA,13,299,Ware County,H1,"Ware County,GA"
GA,13,301,Warren County,H1,"Warren County,GA"
GA,13,303,Washington County,H1,"Washington County,GA"
GA,13,305,Wayne County,H1,"Wayne County,GA"
GA,13,307,Webster County,H1,"Webster County,GA"
GA,13,309,Wheeler County,H1,"Wheeler County,GA"
GA,13,311,White County,H1,"White County,GA"
GA,13,313,Whitfield County,H1,"Whitfield County,GA"
GA,13,315,Wilcox County,H1,"Wilcox County,GA"
GA,13,317,Wilkes County,H1,"Wilkes County,GA"
GA,13,319,Wilkinson County,H1,"Wilkinson County,GA"
GA,13,321,Worth County,H1,"Worth County,GA"
HI,15,1,Hawaii County,H1,"Hawaii County,HI"
HI,15,3,Honolulu County,H1,"Honolulu County,HI"
HI,15,5,Kalawao County,H4,"Kalawao County,HI"
HI,15,7,Kauai County,H1,"Kauai County,HI"
HI,15,9,Maui County,H1,"Maui County,HI"
ID,16,1,Ada County,H1,"Ada County,ID"
ID,16,3,Adams County,H1,"Adams County,ID"
ID,16,5,Bannock County,H1,"Bannock County,ID"
ID,16,7,Bear Lake County,H1,"Bear Lake County,ID"
ID,16,9,Benewah County,H1,"Benewah County,ID"
ID,16,11,Bingham County,H1,"Bingham County,ID"
ID,16,13,Blaine County,H1,"Blaine County,ID"
ID,16,15,Boise County,H1,"Boise County,ID"
ID,16,17,Bonner County,H1,"Bonner County,ID"
ID,16,19,Bonneville County,H1,"Bonneville County,ID"
ID,16,21,Boundary County,H1,"Boundary County,ID"
ID,16,23,Butte County,H1,"Butte County,ID"
ID,16,25,Camas County,H1,"Camas County,ID"
ID,16,27,Canyon County,H1,"Canyon County,ID"
ID,16,29,Caribou County,H1,"Caribou County,ID"
ID,16,31,Cassia County,H1,"Cassia County,ID"
ID,16,33,Clark County,H1,"Clark County,ID"
ID,16,35,Clearwater County,H1,"Clearwater County,ID"
ID,16,37,Custer County,H1,"Custer County,ID"
ID,16,39,Elmore County,H1,"Elmore County,ID"
ID,16,41,Franklin County,H1,"Franklin County,ID"
ID,16,43,Fremont County,H1,"Fremont County,ID"
ID,16,45,Gem County,H1,"Gem County,ID"
ID,16,47,Gooding County,H1,"Gooding County,ID"
ID,16,49,Idaho County,H1,"Idaho County,ID"
ID,16,51,Jefferson County,H1,"Jefferson County,ID"
ID,16,53,Jerome County,H1,"Jerome County,ID"
ID,16,55,Kootenai County,H1,"Kootenai County,ID"
ID,16,57,Latah County,H1,"Latah County,ID"
ID,16,59,Lemhi County,H1,"Lemhi County,ID"
ID,16,61,Lewis County,H1,"Lewis County,ID"
ID,16,63,Lincoln County,H1,"Lincoln County,ID"
ID,16,65,Madison County,H1,"Madison County,ID"
ID,16,67,Minidoka County,H1,"Minidoka County,ID"
ID,16,69,Nez Perce County,H1,"Nez Perce County,ID"
ID,16,71,Oneida County,H1,"Oneida County,ID"
ID,16,73,Owyhee County,H1,"Owyhee County,ID"
ID,16,75,Payette County,H1,"Payette County,ID"
ID,16,77,Power County,H1,"Power County,ID"
ID,16,79,Shoshone County,H1,"Shoshone County,ID"
ID,16,81,Teton County,H1,"Teton County,ID"
ID,16,83,Twin Falls County,H1,"Twin Falls County,ID"
ID,16,85,Valley County,H1,"Valley County,ID"
ID,16,87,Washington County,H1,"Washington County,ID"
IL,17,1,Adams County,H1,"Adams County,IL"
IL,17,3,Alexander County,H1,"Alexander County,IL"
IL,17,5,Bond County,H1,"Bond County,IL"
IL,17,7,Boone County,H1,"Boone County,IL"
IL,17,9,Brown County,H1,"Brown County,IL"
IL,17,11,Bureau County,H1,"Bureau County,IL"
IL,17,13,Calhoun County,H1,"Calhoun County,IL"
IL,17,15,Carroll County,H1,"Carroll County,IL"
IL,17,17,Cass County,H1,"Cass County,IL"
IL,17,19,Champaign County,H1,"Champaign County,IL"
IL,17,21,Christian County,H1,"Christian County,IL"
IL,17,23,Clark County,H1,"Clark County,IL"
IL,17,25,Clay County,H1,"Clay County,IL"
IL,17,27,Clinton County,H1,"Clinton County,IL"
IL,17,29,Coles County,H1,"Coles County,IL"
IL,17,31,Cook County,H1,"Cook County,IL"
IL,17,33,Crawford County,H1,"Crawford County,IL"
IL,17,35,Cumberland County,H1,"Cumberland County,IL"
IL,17,37,DeKalb County,H1,"DeKalb County,IL"
IL,17,39,De Witt County,H1,"De Witt County,IL"
IL,17,41,Douglas County,H1,"Douglas County,IL"
IL,17,43,DuPage County,H1,"DuPage County,IL"
IL,17,45,Edgar County,H1,"Edgar County,IL"
IL,17,47,Edwards County,H1,"Edwards County,IL"
IL,17,49,Effingham County,H1,"Effingham County,IL"
IL,17,51,Fayette County,H1,"Fayette County,IL"
IL,17,53,Ford County,H1,"Ford County,IL"
IL,17,55,Franklin County,H1,"Franklin County,IL"
IL,17,57,Fulton County,H1,"Fulton County,IL"
IL,17,59,Gallatin County,H1,"Gallatin County,IL"
IL,17,61,Greene County,H1,"Greene County,IL"
IL,17,63,Grundy County,H1,"Grundy County,IL"
IL,17,65,Hamilton County,H1,"Hamilton County,IL"
IL,17,67,Hancock County,H1,"Hancock County,IL"
IL,17,69,Hardin County,H1,"Hardin County,IL"
IL,17,71,Henderson County,H1,"Henderson County,IL"
IL,17,73,Henry County,H1,"Henry County,IL"
IL,17,75,Iroquois County,H1,"Iroquois County,IL"
IL,17,77,Jackson County,H1,"Jackson County,IL"
IL,17,79,Jasper County,H1,"Jasper County,IL"
IL,17,81,Jefferson County,H1,"Jefferson County,IL"
IL,17,83,Jersey County,H1,"Jersey County,IL"
IL,17,85,Jo Daviess County,H1,"Jo Daviess County,IL"
IL,17,87,Johnson County,H1,"Johnson County,IL"
IL,17,89,Kane County,H1,"Kane County,IL"
IL,17,91,Kankakee County,H1,"Kankakee County,IL"
IL,17,93,Kendall County,H1,"Kendall County,IL"
IL,17,95,Knox County,H1,"Knox County,IL"
IL,17,97,Lake County,H1,"Lake County,IL"
IL,17,99,LaSalle County,H1,"LaSalle County,IL"
IL,17,101,Lawrence County,H1,"Lawrence County,IL"
IL,17,103,Lee County,H1,"Lee County,IL"
IL,17,105,Livingston County,H1,"Livingston County,IL"
IL,17,107,Logan County,H1,"Logan County,IL"
IL,17,109,McDonough County,H1,"McDonough County,IL"
IL,17,111,McHenry County,H1,"McHenry County,IL"
IL,17,113,McLean County,H1,"McLean County,IL"
IL,17,115,Macon County,H1,"Macon County,IL"
IL,17,117,Macoupin County,H1,"Macoupin County,IL"
IL,17,119,Madison County,H1,"Madison County,IL"
IL,17,121,Marion County,H1,"Marion County,IL"
IL,17,123,Marshall County,H1,"Marshall County,IL"
IL,17,125,Mason County,H1,"Mason County,IL"
IL,17,127,Massac County,H1,"Massac County,IL"
IL,17,129,Menard County,H1,"Menard County,IL"
IL,17,131,Mercer County,H1,"Mercer County,IL"
IL,17,133,Monroe County,H1,"Monroe County,IL"
IL,17,135,Montgomery County,H1,"Montgomery County,IL"
IL,17,137,Morgan County,H1,"Morgan County,IL"
IL,17,139,Moultrie County,H1,"Moultrie County,IL"
IL,17,141,Ogle County,H1,"Ogle County,IL"
IL,17,143,Peoria County,H1,"Peoria County,IL"
IL,17,145,Perry County,H1,"Perry County,IL"
IL,17,147,Piatt County,H1,"Piatt County,IL"
IL,17,149,Pike County,H1,"Pike County,IL"
IL,17,151,Pope County,H1,"Pope County,IL"
IL,17,153,Pulaski County,H1,"Pulaski County,IL"
IL,17,155,Putnam County,H1,"Putnam County,IL"
IL,17,157,Randolph County,H1,"Randolph County,IL"
IL,17,159,Richland County,H1,"Richland County,IL"
IL,17,161,Rock Island County,H1,"Rock Island County,IL"
IL,17,163,St. Clair County,H1,"St. Clair County,IL"
IL,17,165,Saline County,H1,"Saline County,IL"
IL,17,167,Sangamon County,H1,"Sangamon County,IL"
IL,17,169,Schuyler County,H1,"Schuyler County,IL"
IL,17,171,Scott County,H1,"Scott County,IL"
IL,17,173,Shelby County,H1,"Shelby County,IL"
IL,17,175,Stark County,H1,"Stark County,IL"
IL,17,177,Stephenson County,H1,"Stephenson County,IL"
IL,17,179,Tazewell County,H1,"Tazewell County,IL"
IL,17,181,Union County,H1,"Union County,IL"
IL,17,183,Vermilion County,H1,"Vermilion County,IL"
IL,17,185,Wabash County,H1,"Wabash County,IL"
IL,17,187,Warren County,H1,"Warren County,IL"
IL,17,189,Washington County,H1,"Washington County,IL"
IL,17,191,Wayne County,H1,"Wayne County,IL"
IL,17,193,White County,H1,"White County,IL"
IL,17,195,Whiteside County,H1,"Whiteside County,IL"
IL,17,197,Will County,H1,"Will County,IL"
IL,17,199,Williamson County,H1,"Williamson County,IL"
IL,17,201,Winnebago County,H1,"Winnebago County,IL"
IL,17,203,Woodford County,H1,"Woodford County,IL"
IN,18,1,Adams County,H1,"Adams County,IN"
IN,18,3,Allen County,H1,"Allen County,IN"
IN,18,5,Bartholomew County,H1,"Bartholomew County,IN"
IN,18,7,Benton County,H1,"Benton County,IN"
IN,18,9,Blackford County,H1,"Blackford County,IN"
IN,18,11,Boone County,H1,"Boone County,IN"
IN,18,13,Brown County,H1,"Brown County,IN"
IN,18,15,Carroll County,H1,"Carroll County,IN"
IN,18,17,Cass County,H1,"Cass County,IN"
IN,18,19,Clark County,H1,"Clark County,IN"
IN,18,21,Clay County,H1,"Clay County,IN"
IN,18,23,Clinton County,H1,"Clinton County,IN"
IN,18,25,Crawford County,H1,"Crawford County,IN"
IN,18,27,Daviess County,H1,"Daviess County,IN"
IN,18,29,Dearborn County,H1,"Dearborn County,IN"
IN,18,31,Decatur County,H1,"Decatur County,IN"
IN,18,33,DeKalb County,H1,"DeKalb County,IN"
IN,18,35,Delaware County,H1,"Delaware County,IN"
IN,18,37,Dubois County,H1,"Dubois County,IN"
IN,18,39,Elkhart County,H1,"Elkhart County,IN"
IN,18,41,Fayette County,H1,"Fayette County,IN"
IN,18,43,Floyd County,H1,"Floyd County,IN"
IN,18,45,Fountain County,H1,"Fountain County,IN"
IN,18,47,Franklin County,H1,"Franklin County,IN"
IN,18,49,Fulton County,H1,"Fulton County,IN"
IN,18,51,Gibson County,H1,"Gibson County,IN"
IN,18,53,Grant County,H1,"Grant County,IN"
IN,18,55,Greene County,H1,"Greene County,IN"
IN,18,57,Hamilton County,H1,"Hamilton County,IN"
IN,18,59,Hancock County,H1,"Hancock County,IN"
IN,18,61,Harrison County,H1,"Harrison County,IN"
IN,18,63,Hendricks County,H1,"Hendricks County,IN"
IN,18,65,Henry County,H1,"Henry County,IN"
IN,18,67,Howard County,H1,"Howard County,IN"
IN,18,69,Huntington County,H1,"Huntington County,IN"
IN,18,71,Jackson County,H1,"Jackson County,IN"
IN,18,73,Jasper County,H1,"Jasper County,IN"
IN,18,75,Jay County,H1,"Jay County,IN"
IN,18,77,Jefferson County,H1,"Jefferson County,IN"
IN,18,79,Jennings County,H1,"Jennings County,IN"
IN,18,81,Johnson County,H1,"Johnson County,IN"
IN,18,83,Knox County,H1,"Knox County,IN"
IN,18,85,Kosciusko County,H1,"Kosciusko County,IN"
IN,18,87,LaGrange County,H1,"LaGrange County,IN"
IN,18,89,Lake County,H1,"Lake County,IN"
IN,18,91,LaPorte County,H1,"LaPorte County,IN"
IN,18,93,Lawrence County,H1,"Lawrence County,IN"
IN,18,95,Madison County,H1,"Madison County,IN"
IN,18,97,Marion County,H6,"Marion County,IN"
IN,18,99,Marshall County,H1,"Marshall County,IN"
IN,18,101,Martin County,H1,"Martin County,IN"
IN,18,103,Miami County,H1,"Miami County,IN"
IN,18,105,Monroe County,H1,"Monroe County,IN"
IN,18,107,Montgomery County,H1,"Montgomery County,IN"
IN,18,109,Morgan County,H1,"Morgan County,IN"
IN,18,111,Newton County,H1,"Newton County,IN"
IN,18,113,Noble County,H1,"Noble County,IN"
IN,18,115,Ohio County,H1,"Ohio County,IN"
IN,18,117,Orange County,H1,"Orange County,IN"
IN,18,119,Owen County,H1,"Owen County,IN"
IN,18,121,Parke County,H1,"Parke County,IN"
IN,18,123,Perry County,H1,"Perry County,IN"
IN,18,125,Pike County,H1,"Pike County,IN"
IN,18,127,Porter County,H1,"Porter County,IN"
IN,18,129,Posey County,H1,"Posey County,IN"
IN,18,131,Pulaski County,H1,"Pulaski County,IN"
IN,18,133,Putnam County,H1,"Putnam County,IN"
IN,18,135,Randolph County,H1,"Randolph County,IN"
IN,18,137,Ripley County,H1,"Ripley County,IN"
IN,18,139,Rush County,H1,"Rush County,IN"
IN,18,141,St. Joseph County,H1,"St. Joseph County,IN"
IN,18,143,Scott County,H1,"Scott County,IN"
IN,18,145,Shelby County,H1,"Shelby County,IN"
IN,18,147,Spencer County,H1,"Spencer County,IN"
IN,18,149,Starke County,H1,"Starke County,IN"
IN,18,151,Steuben County,H1,"Steuben County,IN"
IN,18,153,Sullivan County,H1,"Sullivan County,IN"
IN,18,155,Switzerland County,H1,"Switzerland County,IN"
IN,18,157,Tippecanoe County,H1,"Tippecanoe County,IN"
IN,18,159,Tipton County,H1,"Tipton County,IN"
IN,18,161,Union County,H1,"Union County,IN"
IN,18,163,Vanderburgh County,H1,"Vanderburgh County,IN"
IN,18,165,Vermillion County,H1,"Vermillion County,IN"
IN,18,167,Vigo County,H1,"Vigo County,IN"
IN,18,169,Wabash County,H1,"Wabash County,IN"
IN,18,171,Warren County,H1,"Warren County,IN"
IN,18,173,Warrick County,H1,"Warrick County,IN"
IN,18,175,Washington County,H1,"Washington County,IN"
IN,18,177,Wayne County,H1,"Wayne County,IN"
IN,18,179,Wells County,H1,"Wells County,IN"
IN,18,181,White County,H1,"White County,IN"
IN,18,183,Whitley County,H1,"Whitley County,IN"
IA,19,1,Adair County,H1,"Adair County,IA"
IA,19,3,Adams County,H1,"Adams County,IA"
IA,19,5,Allamakee County,H1,"Allamakee County,IA"
IA,19,7,Appanoose County,H1,"Appanoose County,IA"
IA,19,9,Audubon County,H1,"Audubon County,IA"
IA,19,11,Benton County,H1,"Benton County,IA"
IA,19,13,Black Hawk County,H1,"Black Hawk County,IA"
IA,19,15,Boone County,H1,"Boone County,IA"
IA,19,17,Bremer County,H1,"Bremer County,IA"
IA,19,19,Buchanan County,H1,"Buchanan County,IA"
IA,19,21,Buena Vista County,H1,"Buena Vista County,IA"
IA,19,23,Butler County,H1,"Butler County,IA"
IA,19,25,Calhoun County,H1,"Calhoun County,IA"
IA,19,27,Carroll County,H1,"Carroll County,IA"
IA,19,29,Cass County,H1,"Cass County,IA"
IA,19,31,Cedar County,H1,"Cedar County,IA"
IA,19,33,Cerro Gordo County,H1,"Cerro Gordo County,IA"
IA,19,35,Cherokee County,H1,"Cherokee County,IA"
IA,19,37,Chickasaw County,H1,"Chickasaw County,IA"
IA,19,39,Clarke County,H1,"Clarke County,IA"
IA,19,41,Clay County,H1,"Clay County,IA"
IA,19,43,Clayton County,H1,"Clayton County,IA"
IA,19,45,Clinton County,H1,"Clinton County,IA"
IA,19,47,Crawford County,H1,"Crawford County,IA"
IA,19,49,Dallas County,H1,"Dallas County,IA"
IA,19,51,Davis County,H1,"Davis County,IA"
IA,19,53,Decatur County,H1,"Decatur County,IA"
IA,19,55,Delaware County,H1,"Delaware County,IA"
IA,19,57,Des Moines County,H1,"Des Moines County,IA"
IA,19,59,Dickinson County,H1,"Dickinson County,IA"
IA,19,61,Dubuque County,H1,"Dubuque County,IA"
IA,19,63,Emmet County,H1,"Emmet County,IA"
IA,19,65,Fayette County,H1,"Fayette County,IA"
IA,19,67,Floyd County,H1,"Floyd County,IA"
IA,19,69,Franklin County,H1,"Franklin County,IA"
IA,19,71,Fremont County,H1,"Fremont County,IA"
IA,19,73,Greene County,H1,"Greene County,IA"
IA,19,75,Grundy County,H1,"Grundy County,IA"
IA,19,77,Guthrie County,H1,"Guthrie County,IA"
IA,19,79,Hamilton County,H1,"Hamilton County,IA"
IA,19,81,Hancock County,H1,"Hancock County,IA"
IA,19,83,Hardin County,H1,"Hardin County,IA"
IA,19,85,Harrison County,H1,"Harrison County,IA"
IA,19,87,Henry County,H1,"Henry County,IA"
IA,19,89,Howard County,H1,"Howard County,IA"
IA,19,91,Humboldt County,H1,"Humboldt County,IA"
IA,19,93,Ida County,H1,"Ida County,IA"
IA,19,95,Iowa County,H1,"Iowa County,IA"
IA,19,97,Jackson County,H1,"Jackson County,IA"
IA,19,99,Jasper County,H1,"Jasper County,IA"
IA,19,101,Jefferson County,H1,"Jefferson County,IA"
IA,19,103,Johnson County,H1,"Johnson County,IA"
IA,19,105,Jones County,H1,"Jones County,IA"
IA,19,107,Keokuk County,H1,"Keokuk County,IA"
IA,19,109,Kossuth County,H1,"Kossuth County,IA"
IA,19,111,Lee County,H1,"Lee County,IA"
IA,19,113,Linn County,H1,"Linn County,IA"
IA,19,115,Louisa County,H1,"Louisa County,IA"
IA,19,117,Lucas County,H1,"Lucas County,IA"
IA,19,119,Lyon County,H1,"Lyon County,IA"
IA,19,121,Madison County,H1,"Madison County,IA"
IA,19,123,Mahaska County,H1,"Mahaska County,IA"
IA,19,125,Marion County,H1,"Marion County,IA"
IA,19,127,Marshall County,H1,"Marshall County,IA"
IA,19,129,Mills County,H1,"Mills County,IA"
IA,19,131,Mitchell County,H1,"Mitchell County,IA"
IA,19,133,Monona County,H1,"Monona County,IA"
IA,19,135,Monroe County,H1,"Monroe County,IA"
IA,19,137,Montgomery County,H1,"Montgomery County,IA"
IA,19,139,Muscatine County,H1,"Muscatine County,IA"
IA,19,141,O'Brien County,H1,"O'Brien County,IA"
IA,19,143,Osceola County,H1,"Osceola County,IA"
IA,19,145,Page County,H1,"Page County,IA"
IA,19,147,Palo Alto County,H1,"Palo Alto County,IA"
IA,19,149,Plymouth County,H1,"Plymouth County,IA"
IA,19,151,Pocahontas County,H1,"Pocahontas County,IA"
IA,19,153,Polk County,H1,"Polk County,IA"
IA,19,155,Pottawattamie County,H1,"Pottawattamie County,IA"
IA,19,157,Poweshiek County,H1,"Poweshiek County,IA"
IA,19,159,Ringgold County,H1,"Ringgold County,IA"
IA,19,161,Sac County,H1,"Sac County,IA"
IA,19,163,Scott County,H1,"Scott County,IA"
IA,19,165,Shelby County,H1,"Shelby County,IA"
IA,19,167,Sioux County,H1,"Sioux County,IA"
IA,19,169,Story County,H1,"Story County,IA"
IA,19,171,Tama County,H1,"Tama County,IA"
IA,19,173,Taylor County,H1,"Taylor County,IA"
IA,19,175,Union County,H1,"Union County,IA"
IA,19,177,Van Buren County,H1,"Van Buren County,IA"
IA,19,179,Wapello County,H1,"Wapello County,IA"
IA,19,181,Warren County,H1,"Warren County,IA"
IA,19,183,Washington County,H1,"Washington County,IA"
IA,19,185,Wayne County,H1,"Wayne County,IA"
IA,19,187,Webster County,H1,"Webster County,IA"
IA,19,189,Winnebago County,H1,"Winnebago County,IA"
IA,19,191,Winneshiek County,H1,"Winneshiek County,IA"
IA,19,193,Woodbury County,H1,"Woodbury County,IA"
IA,19,195,Worth County,H1,"Worth County,IA"
IA,19,197,Wright County,H1,"Wright County,IA"
KS,20,1,Allen County,H1,"Allen County,KS"
KS,20,3,Anderson County,H1,"Anderson County,KS"
KS,20,5,Atchison County,H1,"Atchison County,KS"
KS,20,7,Barber County,H1,"Barber County,KS"
KS,20,9,Barton County,H1,"Barton County,KS"
KS,20,11,Bourbon County,H1,"Bourbon County,KS"
KS,20,13,Brown County,H1,"Brown County,KS"
KS,20,15,Butler County,H1,"Butler County,KS"
KS,20,17,Chase County,H1,"Chase County,KS"
KS,20,19,Chautauqua County,H1,"Chautauqua County,KS"
KS,20,21,Cherokee County,H1,"Cherokee County,KS"
KS,20,23,Cheyenne County,H1,"Cheyenne County,KS"
KS,20,25,Clark County,H1,"Clark County,KS"
KS,20,27,Clay County,H1,"Clay County,KS"
KS,20,29,Cloud County,H1,"Cloud County,KS"
KS,20,31,Coffey County,H1,"Coffey County,KS"
KS,20,33,Comanche County,H1,"Comanche County,KS"
KS,20,35,Cowley County,H1,"Cowley County,KS"
KS,20,37,Crawford County,H1,"Crawford County,KS"
KS,20,39,Decatur County,H1,"Decatur County,KS"
KS,20,41,Dickinson County,H1,"Dickinson County,KS"
KS,20,43,Doniphan County,H1,"Doniphan County,KS"
KS,20,45,Douglas County,H1,"Douglas County,KS"
KS,20,47,Edwards County,H1,"Edwards County,KS"
KS,20,49,Elk County,H1,"Elk County,KS"
KS,20,51,Ellis County,H1,"Ellis County,KS"
KS,20,53,Ellsworth County,H1,"Ellsworth County,KS"
KS,20,55,Finney County,H1,"Finney County,KS"
KS,20,57,Ford County,H1,"Ford County,KS"
KS,20,59,Franklin County,H1,"Franklin County,KS"
KS,20,61,Geary County,H1,"Geary County,KS"
KS,20,63,Gove County,H1,"Gove County,KS"
KS,20,65,Graham County,H1,"Graham County,KS"
KS,20,67,Grant County,H1,"Grant County,KS"
KS,20,69,Gray County,H1,"Gray County,KS"
KS,20,71,Greeley County,H1,"Greeley County,KS"
KS,20,73,Greenwood County,H1,"Greenwood County,KS"
KS,20,75,Hamilton County,H1,"Hamilton County,KS"
KS,20,77,Harper County,H1,"Harper County,KS"
KS,20,79,Harvey County,H1,"Harvey County,KS"
KS,20,81,Haskell County,H1,"Haskell County,KS"
KS,20,83,Hodgeman County,H1,"Hodgeman County,KS"
KS,20,85,Jackson County,H1,"Jackson County,KS"
KS,20,87,Jefferson County,H1,"Jefferson County,KS"
KS,20,89,Jewell County,H1,"Jewell County,KS"
KS,20,91,Johnson County,H1,"Johnson County,KS"
KS,20,93,Kearny County,H1,"Kearny County,KS"
KS,20,95,Kingman County,H1,"Kingman County,KS"
KS,20,97,Kiowa County,H1,"Kiowa County,KS"
KS,20,99,Labette County,H1,"Labette County,KS"
KS,20,101,Lane County,H1,"Lane County,KS"
KS,20,103,Leavenworth County,H1,"Leavenworth County,KS"
KS,20,105,Lincoln County,H1,"Lincoln County,KS"
KS,20,107,Linn County,H1,"Linn County,KS"
KS,20,109,Logan County,H1,"Logan County,KS"
KS,20,111,Lyon County,H1,"Lyon County,KS"
KS,20,113,McPherson County,H1,"McPherson County,KS"
KS,20,115,Marion County,H1,"Marion County,KS"
KS,20,117,Marshall County,H1,"Marshall County,KS"
KS,20,119,Meade County,H1,"Meade County,KS"
KS,20,121,Miami County,H1,"Miami County,KS"
KS,20,123,Mitchell County,H1,"Mitchell County,KS"
KS,20,125,Montgomery County,H1,"Montgomery County,KS"
KS,20,127,Morris County,H1,"Morris County,KS"
KS,20,129,Morton County,H1,"Morton County,KS"
KS,20,131,Nemaha County,H1,"Nemaha County,KS"
KS,20,133,Neosho County,H1,"Neosho County,KS"
KS,20,135,Ness County,H1,"Ness County,KS"
KS,20,137,Norton County,H1,"Norton County,KS"
KS,20,139,Osage County,H1,"Osage County,KS"
KS,20,141,Osborne County,H1,"Osborne County,KS"
KS,20,143,Ottawa County,H1,"Ottawa County,KS"
KS,20,145,Pawnee County,H1,"Pawnee County,KS"
KS,20,147,Phillips County,H1,"Phillips County,KS"
KS,20,149,Pottawatomie County,H1,"Pottawatomie County,KS"
KS,20,151,Pratt County,H1,"Pratt County,KS"
KS,20,153,Rawlins County,H1,"Rawlins County,KS"
KS,20,155,Reno County,H1,"Reno County,KS"
KS,20,157,Republic County,H1,"Republic County,KS"
KS,20,159,Rice County,H1,"Rice County,KS"
KS,20,161,Riley County,H1,"Riley County,KS"
KS,20,163,Rooks County,H1,"Rooks County,KS"
KS,20,165,Rush County,H1,"Rush County,KS"
KS,20,167,Russell County,H1,"Russell County,KS"
KS,20,169,Saline County,H1,"Saline County,KS"
KS,20,171,Scott County,H1,"Scott County,KS"
KS,20,173,Sedgwick County,H1,"Sedgwick County,KS"
KS,20,175,Seward County,H1,"Seward County,KS"
KS,20,177,Shawnee County,H1,"Shawnee County,KS"
KS,20,179,Sheridan County,H1,"Sheridan County,KS"
KS,20,181,Sherman County,H1,"Sherman County,KS"
KS,20,183,Smith County,H1,"Smith County,KS"
KS,20,185,Stafford County,H1,"Stafford County,KS"
KS,20,187,Stanton County,H1,"Stanton County,KS"
KS,20,189,Stevens County,H1,"Stevens County,KS"
KS,20,191,Sumner County,H1,"Sumner County,KS"
KS,20,193,Thomas County,H1,"Thomas County,KS"
KS,20,195,Trego County,H1,"Trego County,KS"
KS,20,197,Wabaunsee County,H1,"Wabaunsee County,KS"
KS,20,199,Wallace County,H1,"Wallace County,KS"
KS,20,201,Washington County,H1,"Washington County,KS"
KS,20,203,Wichita County,H1,"Wichita County,KS"
KS,20,205,Wilson County,H1,"Wilson County,KS"
KS,20,207,Woodson County,H1,"Woodson County,KS"
KS,20,209,Wyandotte County,H6,"Wyandotte County,KS"
KY,21,1,Adair County,H1,"Adair County,KY"
KY,21,3,Allen County,H1,"Allen County,KY"
KY,21,5,Anderson County,H1,"Anderson County,KY"
KY,21,7,Ballard County,H1,"Ballard County,KY"
KY,21,9,Barren County,H1,"Barren County,KY"
KY,21,11,Bath County,H1,"Bath County,KY"
KY,21,13,Bell County,H1,"Bell County,KY"
KY,21,15,Boone County,H1,"Boone County,KY"
KY,21,17,Bourbon County,H1,"Bourbon County,KY"
KY,21,19,Boyd County,H1,"Boyd County,KY"
KY,21,21,Boyle County,H1,"Boyle County,KY"
KY,21,23,Bracken County,H1,"Bracken County,KY"
KY,21,25,Breathitt County,H1,"Breathitt County,KY"
KY,21,27,Breckinridge County,H1,"Breckinridge County,KY"
KY,21,29,Bullitt County,H1,"Bullitt County,KY"
KY,21,31,Butler County,H1,"Butler County,KY"
KY,21,33,Caldwell County,H1,"Caldwell County,KY"
KY,21,35,Calloway County,H1,"Calloway County,KY"
KY,21,37,Campbell County,H1,"Campbell County,KY"
KY,21,39,Carlisle County,H1,"Carlisle County,KY"
KY,21,41,Carroll County,H1,"Carroll County,KY"
KY,21,43,Carter County,H1,"Carter County,KY"
KY,21,45,Casey County,H1,"Casey County,KY"
KY,21,47,Christian County,H1,"Christian County,KY"
KY,21,49,Clark County,H1,"Clark County,KY"
KY,21,51,Clay County,H1,"Clay County,KY"
KY,21,53,Clinton County,H1,"Clinton County,KY"
KY,21,55,Crittenden County,H1,"Crittenden County,KY"
