name	total	density	dem	gop
"Denver County, Colorado"	"600,158"	"3,922.60"	0.751691	0.187855
"Des Moines County, Iowa"	"40,325"	96.91	0.437022	0.506546
"Deschutes County, Oregon"	"157,733"	52.26	0.44403	0.482061
"Desha County, Arkansas"	"13,008"	16.93	0.526976	0.453147
"DeSoto County, Mississippi"	"161,252"	338.66	0.310706	0.658446
"DeSoto County, Florida"	"34,862"	54.72	0.349503	0.626708
"Deuel County, Nebraska"	"1,941"	4.41	0.122825	0.828045
"Deuel County, South Dakota"	"4,364"	7.01	0.274038	0.656731
"Dewey County, South Dakota"	"5,301"	2.3	0.519625	0.42355
"Dewey County, Oklahoma"	"4,810"	4.81	0.098842	0.874443
"DeWitt County, Texas"	"20,097"	22.11	0.170185	0.807681
"Dickens County, Texas"	"2,444"	2.71	0.140814	0.830583
"Dickenson County, Virginia"	"15,903"	48.11	0.208431	0.770023
"Dickey County, North Dakota"	"5,289"	4.67	0.232293	0.698145
"Dickinson County, Kansas"	"19,754"	23.32	0.197552	0.737388
"Dickinson County, Iowa"	"16,667"	43.79	0.297746	0.658046
"Dickinson County, Michigan"	"26,168"	34.37	0.298554	0.652968
"Dickson County, Tennessee"	"49,666"	101.38	0.253397	0.709651
"Dillon County, South Carolina"	"32,062"	79.19	0.498632	0.48196
"Dimmit County, Texas"	"9,996"	7.52	0.673798	0.302016
"Dinwiddie County, Virginia"	"28,001"	55.59	0.425996	0.550284
"District of Columbia, District of Columbia"	"601,723"	"9,856.49"	0.928466	0.041221
"Divide County, North Dakota"	"2,071"	1.64	0.204718	0.724516
"Dixie County, Florida"	"16,422"	23.29	0.17634	0.808387
"Dixon County, Nebraska"	"6,000"	12.6	0.202624	0.743805
"Do?a Ana County, New Mexico"	"209,233"	54.95	0.541558	0.361996
"Doddridge County, West Virginia"	"8,202"	25.65	0.127389	0.830502
"Dodge County, Minnesota"	"20,087"	45.73	0.293639	0.617853
"Dodge County, Georgia"	"21,796"	43.95	0.262473	0.717798
"Dodge County, Wisconsin"	"88,759"	101.37	0.326218	0.622238
"Dodge County, Nebraska"	"36,691"	69.4	0.297547	0.650846
"Dolores County, Colorado"	"2,064"	1.93	0.184553	0.760976
"Doniphan County, Kansas"	"7,945"	20.2	0.1735	0.772727
"Donley County, Texas"	"3,677"	3.97	0.130137	0.839041
"Dooly County, Georgia"	"14,918"	38.06	0.48488	0.505996
"Door County, Wisconsin"	"27,785"	57.65	0.461317	0.49339
"Dorchester County, Maryland"	"32,618"	60.32	0.4058	0.565626
"Dorchester County, South Carolina"	"136,555"	238.22	0.384388	0.559243
"Dougherty County, Georgia"	"94,565"	287.7	0.684569	0.301459
"Douglas County, Wisconsin"	"44,159"	33.86	0.511246	0.435294
"Douglas County, South Dakota"	"3,002"	6.95	0.133333	0.833645
"Douglas County, Colorado"	"285,465"	339.74	0.36653	0.547666
"Douglas County, Washington"	"38,431"	21.12	0.313944	0.628586
"Douglas County, Missouri"	"13,684"	16.82	0.147659	0.823229
"Douglas County, Oregon"	"107,667"	21.38	0.270516	0.664304
"Douglas County, Kansas"	"110,826"	243.11	0.623852	0.296656
"Douglas County, Illinois"	"19,980"	47.95	0.240574	0.704043
"Douglas County, Nebraska"	"517,110"	"1,574.37"	0.479235	0.465315
"Douglas County, Nevada"	"46,997"	66.22	0.30329	0.62452
"Douglas County, Minnesota"	"36,009"	56.5	0.28798	0.645886
"Douglas County, Georgia"	"132,403"	661.79	0.539894	0.432372
"Drew County, Arkansas"	"18,509"	22.34	0.360806	0.605464
"Dubois County, Indiana"	"41,889"	98.04	0.270573	0.671035
"Dubuque County, Iowa"	"93,653"	153.96	0.464425	0.476864
"Duchesne County, Utah"	"18,607"	5.74	0.072129	0.794143
"Dukes County, Massachusetts"	"16,535"	160.15	0.729229	0.216372
"Dundy County, Nebraska"	"2,008"	2.18	0.093783	0.867229
"Dunklin County, Missouri"	"31,953"	59.06	0.223189	0.759032
"Dunn County, North Dakota"	"3,536"	1.76	0.161892	0.797181
"Dunn County, Wisconsin"	"43,857"	51.59	0.409687	0.521449
"DuPage County, Illinois"	"916,924"	"2,799.78"	0.538831	0.398022
"Duplin County, North Carolina"	"58,505"	71.68	0.397845	0.589826
"Durham County, North Carolina"	"267,587"	935.7	0.78903	0.18519
"Dutchess County, New York"	"297,488"	373.9	0.473165	0.483889
"Duval County, Texas"	"11,782"	6.57	0.669151	0.316422
"Duval County, Florida"	"864,263"	"1,133.92"	0.47495	0.489956
"Dyer County, Tennessee"	"38,335"	74.83	0.211813	0.765613
"Eagle County, Colorado"	"52,197"	30.99	0.559551	0.360577
"Early County, Georgia"	"11,008"	21.48	0.452739	0.533668
"East Baton Rouge Parish, Louisiana"	"440,171"	966.62	0.52315	0.431005
"East Carroll Parish, Louisiana"	"7,759"	18.44	0.625383	0.360327
"East Feliciana Parish, Louisiana"	"20,267"	44.7	0.421729	0.554571
"Eastland County, Texas"	"18,583"	20.06	0.111896	0.86633
"Eaton County, Michigan"	"107,759"	187.35	0.440578	0.49578
"Eau Claire County, Wisconsin"	"98,736"	154.76	0.504271	0.430862
"Echols County, Georgia"	"4,034"	9.72	0.132766	0.85617
"Ector County, Texas"	"137,130"	152.76	0.281115	0.686663
"Eddy County, North Dakota"	"2,385"	3.78	0.290402	0.648072
"Eddy County, New Mexico"	"53,829"	12.89	0.256518	0.672233
"Edgar County, Illinois"	"18,576"	29.8	0.228447	0.723885
"Edgecombe County, North Carolina"	"56,552"	111.91	0.655174	0.333387
"Edgefield County, South Carolina"	"26,985"	53.93	0.385692	0.587599
"Edmonson County, Kentucky"	"12,161"	40.15	0.186868	0.789273
"Edmunds County, South Dakota"	"4,071"	3.62	0.198123	0.747132
"Edwards County, Illinois"	"6,721"	30.22	0.130435	0.838466
"Edwards County, Texas"	"2,002"	0.95	0.283568	0.695775
"Edwards County, Kansas"	"3,037"	4.88	0.159021	0.789755
"Effingham County, Georgia"	"52,250"	109.38	0.207352	0.763625
"Effingham County, Illinois"	"34,242"	71.52	0.176211	0.781099
"El Dorado County, California"	"181,058"	106.01	0.394977	0.533835
"El Paso County, Texas"	"800,647"	790.61	0.691392	0.259277
"El Paso County, Colorado"	"622,263"	292.58	0.337747	0.563426
"Elbert County, Colorado"	"23,086"	12.47	0.194786	0.735292
"Elbert County, Georgia"	"20,166"	57.44	0.31686	0.66595
"Elk County, Pennsylvania"	"31,946"	38.61	0.262523	0.700448
"Elk County, Kansas"	"2,882"	4.47	0.127085	0.832407
"Elkhart County, Indiana"	"197,559"	426.54	0.317042	0.641386
"Elko County, Nevada"	"48,818"	2.84	0.183338	0.730224
"Elliott County, Kentucky"	"7,852"	33.51	0.259923	0.702494
"Ellis County, Kansas"	"28,452"	31.62	0.228902	0.712779
"Ellis County, Oklahoma"	"4,151"	3.37	0.084885	0.881709
"Ellis County, Texas"	"149,610"	159.93	0.256834	0.7105
"Ellsworth County, Kansas"	"6,497"	9.08	0.196116	0.736101
"Elmore County, Idaho"	"27,038"	8.79	0.212936	0.682709
"Elmore County, Alabama"	"79,303"	128.22	0.228587	0.748381
"Emanuel County, Georgia"	"22,598"	33.2	0.310411	0.68002
"Emery County, Utah"	"10,976"	2.46	0.088905	0.79803
"Emmet County, Michigan"	"32,694"	69.93	0.371365	0.565463
"Emmet County, Iowa"	"10,302"	26.02	0.288082	0.663055
"Emmons County, North Dakota"	"3,550"	2.35	0.10975	0.853497
"Emporia city, Virginia"	"5,927"	859.76	0.64681	0.334601
"Erath County, Texas"	"37,890"	34.98	0.156336	0.811369
"Erie County, Ohio"	"77,079"	306.41	0.427226	0.525483
"Erie County, New York"	"919,040"	881.41	0.501151	0.453537
"Erie County, Pennsylvania"	"280,566"	351.08	0.467588	0.487615
"Escambia County, Florida"	"297,619"	453.37	0.376719	0.582881
"Escambia County, Alabama"	"38,319"	40.55	0.308815	0.675869
"Esmeralda County, Nevada"	783	0.22	0.153664	0.777778
"Essex County, Vermont"	"6,306"	9.5	0.376571	0.556541
"Essex County, Virginia"	"11,151"	43.37	0.474598	0.496264
"Essex County, New Jersey"	"783,969"	"6,211.51"	0.770597	0.206996
"Essex County, New York"	"39,370"	21.94	0.448306	0.482459
"Essex County, Massachusetts"	"743,159"	"1,508.76"	0.58496	0.359986
"Estill County, Kentucky"	"14,672"	57.97	0.200072	0.764897
"Etowah County, Alabama"	"104,430"	195.2	0.238073	0.739108
"Eureka County, Nevada"	"1,987"	0.48	0.086651	0.846604
"Evangeline Parish, Louisiana"	"33,984"	51.31	0.282815	0.696082
"Evans County, Georgia"	"11,000"	60.16	0.313715	0.667407
"Fairfax city, Virginia"	"22,565"	"3,616.65"	0.621141	0.311709
"Fairfax County, Virginia"	"1,081,726"	"2,766.78"	0.652998	0.290752
"Fairfield County, Ohio"	"146,156"	289.76	0.342349	0.611877
"Fairfield County, South Carolina"	"23,956"	34.91	0.616424	0.357625
"Fairfield County, Connecticut"	"916,829"	"1,467.19"	0.581855	0.378906
"Fall River County, South Dakota"	"7,094"	4.08	0.230424	0.704743
"Fallon County, Montana"	"2,890"	1.78	0.104478	0.865672
"Falls Church city, Virginia"	"12,332"	"6,169.77"	0.757793	0.172558
"Falls County, Texas"	"17,866"	23.34	0.321483	0.65711
"Fannin County, Texas"	"33,915"	38.07	0.17733	0.796525
"Fannin County, Georgia"	"23,682"	61.24	0.16321	0.817919
"Faribault County, Minnesota"	"14,553"	20.43	0.292726	0.633447
"Faulk County, South Dakota"	"2,364"	2.41	0.182469	0.767442
"Faulkner County, Arkansas"	"113,237"	174.78	0.313282	0.629152
"Fauquier County, Virginia"	"65,203"	100.71	0.3491	0.595572
"Fayette County, Alabama"	"17,241"	27.47	0.165691	0.818082
"Fayette County, Illinois"	"22,140"	30.9	0.190646	0.773831
"Fayette County, Texas"	"24,554"	25.85	0.192855	0.784115
"Fayette County, Iowa"	"20,880"	28.57	0.373586	0.569754
"Fayette County, Pennsylvania"	"136,606"	172.84	0.333658	0.643657
"Fayette County, Tennessee"	"38,413"	54.5	0.303792	0.675748
"Fayette County, Ohio"	"29,030"	71.44	0.247019	0.717667
"Fayette County, West Virginia"	"46,039"	69.59	0.279581	0.675775
"Fayette County, Kentucky"	"295,803"	"1,042.85"	0.512637	0.417965
"Fayette County, Georgia"	"106,567"	548.35	0.385099	0.580158
"Fayette County, Indiana"	"24,277"	112.91	0.236306	0.717629
"Fentress County, Tennessee"	"17,959"	36.02	0.150458	0.825058
"Fergus County, Montana"	"11,586"	2.67	0.206849	0.732446
"Ferry County, Washington"	"7,551"	3.43	0.306461	0.611798
"Fillmore County, Minnesota"	"20,866"	24.23	0.35277	0.571337
"Fillmore County, Nebraska"	"5,890"	10.24	0.211879	0.72942
"Finney County, Kansas"	"36,776"	28.25	0.30891	0.632515
"Fisher County, Texas"	"3,974"	4.42	0.23403	0.734611
"Flagler County, Florida"	"95,696"	197.12	0.382927	0.588787
"Flathead County, Montana"	"90,928"	17.87	0.286776	0.651851
"Fleming County, Kentucky"	"14,348"	41.17	0.21568	0.75552
"Florence County, Wisconsin"	"4,423"	9.06	0.251226	0.715579
"Florence County, South Carolina"	"136,885"	171.11	0.460966	0.510611
"Floyd County, Kentucky"	"39,451"	100.3	0.243024	0.725925
"Floyd County, Texas"	"6,446"	6.5	0.222165	0.752298
"Floyd County, Indiana"	"74,578"	504.13	0.374453	0.575608
"Floyd County, Iowa"	"16,303"	32.56	0.397871	0.547401
"Floyd County, Virginia"	"15,279"	40.16	0.28851	0.663447
"Floyd County, Georgia"	"96,317"	188.89	0.266482	0.702044
"Fluvanna County, Virginia"	"25,691"	89.83	0.426253	0.52016
"Foard County, Texas"	"1,336"	1.9	0.221135	0.749511
"Fond du Lac County, Wisconsin"	"101,633"	141.24	0.340373	0.607586
"Ford County, Illinois"	"14,081"	29	0.224201	0.711401
"Ford County, Kansas"	"33,848"	30.82	0.27367	0.672593
"Forest County, Pennsylvania"	"7,716"	18.06	0.261051	0.700584
"Forest County, Wisconsin"	"9,304"	9.17	0.351231	0.618371
"Forrest County, Mississippi"	"74,934"	160.69	0.413099	0.555234
"Forsyth County, North Carolina"	"350,670"	859.17	0.536134	0.43356
"Forsyth County, Georgia"	"175,511"	783.46	0.240736	0.717276
"Fort Bend County, Texas"	"585,375"	679.5	0.516483	0.45018
"Foster County, North Dakota"	"3,343"	5.26	0.203649	0.728075
"Fountain County, Indiana"	"17,240"	43.57	0.197485	0.757426
"Franklin city, Virginia"	"8,582"	"1,045.85"	0.622772	0.351733
"Franklin County, Virginia"	"56,159"	81.34	0.270621	0.692408
"Franklin County, Pennsylvania"	"149,618"	193.75	0.249795	0.714601
"Franklin County, Illinois"	"39,561"	96.75	0.254195	0.706901
"Franklin County, Tennessee"	"41,052"	74.03	0.267188	0.704394
"Franklin County, Idaho"	"12,786"	19.27	0.070013	0.709402
"Franklin County, Florida"	"11,549"	21.6	0.289522	0.686157
"Franklin County, Maine"	"30,768"	18.14	0.427359	0.482237
"Franklin County, Iowa"	"10,680"	18.35	0.303154	0.641506
"Franklin County, North Carolina"	"60,619"	123.29	0.428433	0.545783
"Franklin County, Nebraska"	"3,225"	5.6	0.150966	0.812198
"Franklin County, Washington"	"78,163"	62.92	0.38083	0.551788
"Franklin County, Indiana"	"23,087"	60.06	0.178981	0.788444
"Franklin County, Kansas"	"25,992"	45.46	0.265434	0.659129
"Franklin County, Arkansas"	"18,125"	29.77	0.205434	0.751568
"Franklin County, Alabama"	"31,704"	50.02	0.183772	0.791803
"Franklin County, Ohio"	"1,163,414"	"2,186.10"	0.605651	0.346717
"Franklin County, Texas"	"10,605"	37.29	0.152663	0.822544
"Franklin County, Mississippi"	"8,118"	14.4	0.348661	0.636407
"Franklin County, Massachusetts"	"71,372"	102.06	0.641509	0.271856
"Franklin County, Vermont"	"47,746"	75.34	0.482682	0.451763
"Franklin County, Kentucky"	"49,285"	237.24	0.449539	0.495763
"Franklin County, Georgia"	"22,084"	84.45	0.146684	0.832429
"Franklin County, New York"	"51,599"	31.67	0.430222	0.504093
"Franklin County, Missouri"	"101,492"	110	0.246558	0.707763
"Franklin Parish, Louisiana"	"20,767"	33.25	0.273521	0.71098
"Frederick County, Maryland"	"233,385"	353.5	0.451375	0.491223
"Frederick County, Virginia"	"78,305"	189.37	0.297012	0.649565
"Fredericksburg city, Virginia"	"24,286"	"2,326.21"	0.600808	0.33507
"Freeborn County, Minnesota"	"31,255"	44.2	0.379245	0.552954
"Freestone County, Texas"	"19,816"	22.58	0.192035	0.787986
"Fremont County, Idaho"	"13,242"	7.11	0.113931	0.715961
"Fremont County, Colorado"	"46,824"	30.54	0.241088	0.688574
"Fremont County, Wyoming"	"40,123"	4.37	0.253884	0.675029
"Fremont County, Iowa"	"7,441"	14.56	0.269837	0.675577
"Fresno County, California"	"930,450"	156.17	0.494118	0.455315
"Frio County, Texas"	"17,217"	15.19	0.522177	0.459187
"Frontier County, Nebraska"	"2,756"	2.83	0.122901	0.844275
"Fulton County, Pennsylvania"	"14,845"	33.93	0.134065	0.841762
"Fulton County, Indiana"	"20,836"	56.56	0.234058	0.717698
"Fulton County, Illinois"	"37,069"	42.82	0.391953	0.543404
"Fulton County, Kentucky"	"6,813"	33.15	0.325073	0.650567
"Fulton County, Georgia"	"920,581"	"1,748.05"	0.692273	0.271069
"Fulton County, New York"	"55,531"	112.08	0.296734	0.652201
"Fulton County, Ohio"	"42,698"	105.31	0.289035	0.64848
"Fulton County, Arkansas"	"12,245"	19.81	0.224916	0.73145
"Furnas County, Nebraska"	"4,959"	6.9	0.131317	0.827214
"Gadsden County, Florida"	"46,389"	89.84	0.679107	0.304407
"Gage County, Nebraska"	"22,311"	26.2	0.297341	0.642683
"Gaines County, Texas"	"17,526"	11.67	0.129529	0.847689
"Galax city, Virginia"	"7,042"	854.65	0.28777	0.678375
"Gallatin County, Illinois"	"5,589"	17.3	0.243776	0.721665
"Gallatin County, Montana"	"89,513"	34.39	0.457724	0.447775
"Gallatin County, Kentucky"	"8,589"	84.84	0.224655	0.732753
"Gallia County, Ohio"	"30,934"	66.31	0.203686	0.76001
"Galveston County, Texas"	"291,309"	769.93	0.366977	0.593303
"Garden County, Nebraska"	"2,057"	1.21	0.143932	0.817498
"Garfield County, Utah"	"5,172"	1	0.153444	0.687446
"Garfield County, Montana"	"1,206"	0.26	0.047552	0.913287
"Garfield County, Washington"	"2,266"	3.19	0.224026	0.68263
"Garfield County, Nebraska"	"2,049"	3.6	0.125	0.846074
"Garfield County, Colorado"	"56,389"	19.13	0.425593	0.496468
"Garfield County, Oklahoma"	"60,580"	57.23	0.202425	0.737507
"Garland County, Arkansas"	"96,024"	141.67	0.30451	0.645883
"Garrard County, Kentucky"	"16,912"	73.51	0.190858	0.775516
"Garrett County, Maryland"	"30,097"	46.51	0.174506	0.789539
"Garvin County, Oklahoma"	"27,576"	34.38	0.175862	0.782737
"Garza County, Texas"	"6,461"	7.23	0.151864	0.829153
"Gasconade County, Missouri"	"15,222"	29.4	0.204057	0.761687
"Gaston County, North Carolina"	"206,086"	578.85	0.326566	0.647894
"Gates County, North Carolina"	"12,197"	35.83	0.445008	0.535098
"Geary County, Kansas"	"34,362"	89.34	0.360359	0.57736
"Geauga County, Ohio"	"93,389"	233.38	0.352204	0.606882
"Gem County, Idaho"	"16,719"	29.81	0.154552	0.752012
"Genesee County, New York"	"60,079"	121.88	0.283939	0.653477
"Genesee County, Michigan"	"425,790"	668.45	0.523843	0.429164
"Geneva County, Alabama"	"26,790"	46.64	0.130543	0.854876
"Gentry County, Missouri"	"6,738"	13.71	0.199472	0.759644
"George County, Mississippi"	"22,578"	47.16	0.103041	0.880073
"Georgetown County, South Carolina"	"60,158"	73.95	0.419874	0.549954
"Gibson County, Indiana"	"33,503"	68.73	0.240434	0.716068
"Gibson County, Tennessee"	"49,683"	82.43	0.269708	0.707196
"Gila County, Arizona"	"53,597"	11.26	0.315263	0.638938
"Gilchrist County, Florida"	"16,939"	48.44	0.173081	0.800665
"Giles County, Tennessee"	"29,485"	48.26	0.26214	0.716187
"Giles County, Virginia"	"17,286"	48.59	0.237799	0.723524
"Gillespie County, Texas"	"24,837"	23.47	0.174198	0.795931
"Gilliam County, Oregon"	"1,871"	1.55	0.235859	0.674493
"Gilmer County, West Virginia"	"8,693"	25.68	0.212421	0.747231
"Gilmer County, Georgia"	"28,292"	66.33	0.15378	0.823173
"Gilpin County, Colorado"	"5,441"	36.3	0.457191	0.437605
"Glacier County, Montana"	"13,399"	4.47	0.619038	0.321594
"Glades County, Florida"	"12,884"	15.98	0.291848	0.687945
"Gladwin County, Michigan"	"25,692"	51.2	0.304201	0.651379
"Glascock County, Georgia"	"3,082"	21.44	0.099281	0.888489
"Glasscock County, Texas"	"1,226"	1.36	0.056478	0.918605
"Glenn County, California"	"28,122"	21.4	0.326794	0.617123
"Gloucester County, Virginia"	"36,858"	169.22	0.276531	0.670303
"Gloucester County, New Jersey"	"288,288"	895.29	0.479485	0.483777
"Glynn County, Georgia"	"79,626"	189.7	0.344819	0.631063
"Gogebic County, Michigan"	"16,427"	14.91	0.399973	0.549569
"Golden Valley County, Montana"	884	0.75	0.151709	0.779915
"Golden Valley County, North Dakota"	"1,680"	1.68	0.105096	0.841826
"Goliad County, Texas"	"7,210"	8.46	0.262052	0.70509
"Gonzales County, Texas"	"19,807"	18.57	0.248572	0.726523
"Goochland County, Virginia"	"21,717"	77.17	0.35061	0.601149
"Goodhue County, Minnesota"	"46,183"	61.02	0.36988	0.549808
"Gooding County, Idaho"	"15,464"	21.21	0.179156	0.721056
"Gordon County, Georgia"	"55,186"	155.1	0.168488	0.804828
"Goshen County, Wyoming"	"13,249"	5.95	0.161878	0.774001
"Gosper County, Nebraska"	"2,044"	4.46	0.165	0.792
"Gove County, Kansas"	"2,695"	2.51	0.112199	0.848645
"Grady County, Oklahoma"	"52,431"	47.64	0.174237	0.776969
"Grady County, Georgia"	"25,011"	55.03	0.327093	0.658213
"Grafton County, New Hampshire"	"89,118"	52.15	0.56946	0.379706
"Graham County, North Carolina"	"8,861"	30.34	0.185882	0.796287
"Graham County, Arizona"	"37,220"	8.05	0.276489	0.672167
"Graham County, Kansas"	"2,597"	2.89	0.146245	0.800791
"Grainger County, Tennessee"	"22,657"	80.74	0.144521	0.828804
"Grand County, Utah"	"9,225"	2.51	0.433573	0.434022
"Grand County, Colorado"	"14,843"	8.04	0.389874	0.524727
"Grand Forks County, North Dakota"	"66,861"	46.55	0.364444	0.54946
"Grand Isle County, Vermont"	"6,970"	85.2	0.554262	0.393594
"Grand Traverse County, Michigan"	"86,986"	187.34	0.407384	0.532686
"Granite County, Montana"	"3,079"	1.78	0.266175	0.672531
"Grant County, Indiana"	"70,061"	169.2	0.278498	0.673917
"Grant County, Wisconsin"	"51,208"	44.65	0.417737	0.513367
"Grant County, Nebraska"	614	0.79	0.050761	0.931472
"Grant County, South Dakota"	"7,356"	10.79	0.272319	0.668445
"Grant County, Kentucky"	"24,662"	95.6	0.199979	0.760967
"Grant County, West Virginia"	"11,937"	25.01	0.103134	0.87725
"Grant County, Washington"	"89,120"	33.26	0.274876	0.653999
"Grant County, Kansas"	"7,829"	13.62	0.184768	0.759412
"Grant County, Oklahoma"	"4,527"	4.52	0.130455	0.830455
"Grant County, North Dakota"	"2,394"	1.44	0.137399	0.80676
"Grant County, Minnesota"	"6,018"	10.98	0.319722	0.597451
"Grant County, New Mexico"	"29,514"	7.45	0.492836	0.415657
"Grant County, Oregon"	"7,445"	1.64	0.175497	0.764085
"Grant County, Arkansas"	"17,853"	28.26	0.205252	0.752735
"Grant Parish, Louisiana"	"22,309"	34.69	0.133915	0.839778
"Granville County, North Carolina"	"59,916"	112.72	0.476486	0.501486
"Gratiot County, Michigan"	"42,476"	74.72	0.344544	0.600778
"Graves County, Kentucky"	"37,121"	67.28	0.199493	0.764142
"Gray County, Kansas"	"6,006"	6.91	0.127797	0.820985
"Gray County, Texas"	"22,535"	24.34	0.094973	0.882473
"Grays Harbor County, Washington"	"72,797"	38.27	0.425569	0.496297
"Grayson County, Kentucky"	"25,746"	51.83	0.185441	0.77802
"Grayson County, Texas"	"120,877"	129.58	0.218322	0.749426
"Grayson County, Virginia"	"15,533"	35.13	0.193855	0.770598
"Greeley County, Nebraska"	"2,538"	4.45	0.180258	0.781974
"Greeley County, Kansas"	"1,247"	1.6	0.12989	0.818466
"Green County, Wisconsin"	"36,842"	63.09	0.485392	0.462615
"Green County, Kentucky"	"11,258"	39.36	0.156068	0.820109
"Green Lake County, Wisconsin"	"19,051"	54.52	0.289855	0.666667
"Greenbrier County, West Virginia"	"35,480"	34.8	0.267663	0.679276
"Greene County, Illinois"	"13,886"	25.57	0.216889	0.746842
"Greene County, New York"	"49,221"	76.06	0.337591	0.611903
"Greene County, Arkansas"	"42,090"	72.86	0.211898	0.741783
"Greene County, North Carolina"	"21,362"	80.33	0.445526	0.543866
"Greene County, Virginia"	"18,403"	117.78	0.307587	0.625381
"Greene County, Ohio"	"161,573"	390.53	0.351902	0.596562
"Greene County, Mississippi"	"14,400"	20.2	0.179531	0.809202
"Greene County, Alabama"	"9,045"	13.98	0.823941	0.172357
"Greene County, Missouri"	"275,174"	407.48	0.332265	0.606438
"Greene County, Tennessee"	"68,831"	110.63	0.17926	0.789153
"Greene County, Georgia"	"15,994"	41.28	0.36168	0.621447
"Greene County, Indiana"	"33,165"	61.13	0.212817	0.746567
"Greene County, Pennsylvania"	"38,686"	67.17	0.277967	0.695018
"Greene County, Iowa"	"9,336"	16.39	0.354473	0.591978
"Greenlee County, Arizona"	"8,437"	4.58	0.336725	0.58341
"Greensville County, Virginia"	"12,243"	41.47	0.586294	0.398121
"Greenup County, Kentucky"	"36,910"	107.17	0.254903	0.709868
"Greenville County, South Carolina"	"451,225"	574.72	0.346634	0.593628
"Greenwood County, South Carolina"	"69,661"	153.19	0.371783	0.590245
"Greenwood County, Kansas"	"6,689"	5.85	0.172181	0.763429
"Greer County, Oklahoma"	"6,239"	9.76	0.170359	0.781646
"Gregg County, Texas"	"121,730"	445.4	0.280986	0.693654
"Gregory County, South Dakota"	"4,271"	4.21	0.186992	0.765184
"Grenada County, Mississippi"	"21,906"	51.9	0.420034	0.568857
"Griggs County, North Dakota"	"2,420"	3.41	0.238974	0.67923
"Grimes County, Texas"	"26,604"	33.78	0.230269	0.741499
"Grundy County, Illinois"	"50,063"	119.76	0.3504	0.586126
"Grundy County, Missouri"	"10,261"	23.57	0.176751	0.7845
"Grundy County, Tennessee"	"13,703"	38.01	0.210105	0.763368
"Grundy County, Iowa"	"12,453"	24.81	0.272983	0.667455
"Guadalupe County, Texas"	"131,533"	184.92	0.319958	0.637801
"Guadalupe County, New Mexico"	"4,687"	1.55	0.531786	0.3267
"Guernsey County, Ohio"	"40,087"	76.76	0.265288	0.691013
"Guilford County, North Carolina"	"488,406"	756.39	0.586897	0.386617
"Gulf County, Florida"	"15,863"	28.13	0.235609	0.73087
"Gunnison County, Colorado"	"15,324"	4.73	0.545005	0.3495
"Guthrie County, Iowa"	"10,954"	18.55	0.304209	0.637248
"Gwinnett County, Georgia"	"805,321"	"1,871.17"	0.509562	0.452143
"Haakon County, South Dakota"	"1,937"	1.07	0.073755	0.896552
"Habersham County, Georgia"	"43,041"	155.53	0.153956	0.81746
"Hale County, Texas"	"36,273"	36.1	0.237446	0.721086
"Hale County, Alabama"	"15,760"	24.47	0.595755	0.396005
"Halifax County, North Carolina"	"54,691"	75.53	0.628672	0.359873
"Halifax County, Virginia"	"36,241"	44.31	0.406586	0.572288
"Hall County, Texas"	"3,353"	3.8	0.150597	0.818182
"Hall County, Georgia"	"179,684"	457.47	0.23032	0.7369
"Hall County, Nebraska"	"58,607"	107.28	0.287938	0.662838
"Hamblen County, Tennessee"	"62,544"	388.04	0.198017	0.769668
"Hamilton County, New York"	"4,836"	2.82	0.279762	0.667783
"Hamilton County, Illinois"	"8,457"	19.46	0.193097	0.773594
"Hamilton County, Texas"	"8,517"	10.19	0.132724	0.846772
"Hamilton County, Ohio"	"802,374"	"1,976.73"	0.525537	0.430309
"Hamilton County, Indiana"	"274,569"	696.4	0.372414	0.568242
"Hamilton County, Tennessee"	"336,463"	620.29	0.39167	0.557531
"Hamilton County, Iowa"	"15,673"	27.17	0.357755	0.586375
"Hamilton County, Nebraska"	"9,124"	16.81	0.178091	0.767646
"Hamilton County, Kansas"	"2,690"	2.7	0.134593	0.81464
"Hamilton County, Florida"	"14,799"	28.8	0.348376	0.630893
"Hamlin County, South Dakota"	"5,903"	11.64	0.200941	0.742578
"Hampden County, Massachusetts"	"463,490"	751.03	0.550959	0.39072
"Hampshire County, West Virginia"	"23,964"	37.43	0.184177	0.776674
"Hampshire County, Massachusetts"	"158,080"	299.82	0.662853	0.268302
"Hampton city, Virginia"	"137,436"	"2,673.16"	0.667274	0.289515
"Hampton County, South Carolina"	"21,090"	37.67	0.587105	0.396065
"Hancock County, Iowa"	"11,341"	19.86	0.272055	0.683061
"Hancock County, Kentucky"	"8,565"	45.64	0.289842	0.649581
"Hancock County, Tennessee"	"6,819"	30.67	0.144459	0.82638
"Hancock County, Ohio"	"74,782"	140.74	0.267464	0.675176
"Hancock County, Maine"	"54,418"	34.29	0.503611	0.42779
"Hancock County, West Virginia"	"30,676"	371.34	0.256842	0.701629
"Hancock County, Illinois"	"19,104"	24.07	0.223075	0.73075
"Hancock County, Mississippi"	"43,929"	92.73	0.18953	0.783239
"Hancock County, Indiana"	"70,002"	228.75	0.247065	0.695312
"Hancock County, Georgia"	"9,429"	19.98	0.754479	0.235442
"Hand County, South Dakota"	"3,431"	2.39	0.183718	0.765127
"Hanover County, Virginia"	"99,863"	213.14	0.31069	0.635373
"Hansford County, Texas"	"5,613"	6.1	0.087827	0.888546
